"","ensembl","tissue_TMM","nCPM_1_TMM","nCPM_mid_placenta_TMM","nCPM_ratio_TMM","tissue_DESq","nCPM_1_DESq","nCPM_mid_placenta_DESq","nCPM_ratio_DESq"
"1","ENSG00000187017.16","male_placenta_early",5.66635139554791,1.4912179339788,3.79981441104937,"male_placenta_early",5.25712006167378,1.50776948486831,3.48668686721229
"2","ENSG00000162490.6","male_placenta_early",1.31210818882288,0.167299251231496,7.84288141856227,"male_placenta_early",1.44950830659125,0.167326237588328,8.66276758195848
"3","ENSG00000120949.14","male_placenta_early",3.08206483027293,0.964056403787757,3.1969756314709,"male_placenta_early",3.26415758302709,0.957151425176817,3.41028336495878
"4","ENSG00000142623.10","male_placenta_early",5.15100288495006,0.968703148074056,5.31742143626881,"male_placenta_early",4.96158927028691,0.906270289857537,5.47473455305134
"5","ENSG00000162551.13","male_placenta_early",44.3262143327883,2.35424057772987,18.8282432781491,"male_placenta_early",42.837330452012,2.33360446392266,18.3567228783942
"6","ENSG00000162552.14","male_placenta_early",7.91004199368886,2.62787691957779,3.01005040790104,"male_placenta_early",8.39025407699131,2.6370585364307,3.18167153329393
"7","ENSG00000175793.11","male_placenta_early",5.74706422854719,1.82488863839669,3.14926845815449,"male_placenta_early",5.92180757655458,1.77869644969849,3.32929633808984
"8","ENSG00000130768.14","male_placenta_early",13.7571673586882,2.05673775651285,6.68882910090256,"male_placenta_early",12.9635979179017,2.0252618827963,6.40094894789741
"9","ENSG00000084628.9","male_placenta_early",1.9603360140054,0.474599025143029,4.13050998875233,"male_placenta_early",2.01889010095456,0.477911625625489,4.22440048055379
"10","ENSG00000117472.9","male_placenta_early",26.7109244377006,0.797031871084663,33.5129941558677,"male_placenta_early",29.674258974115,0.806510232859867,36.7934066613027
"11","ENSG00000142973.13","male_placenta_early",7.81012720847178,1.22781934444121,6.36097422949972,"male_placenta_early",8.54916155130777,1.25276379162268,6.8242406178057
"12","ENSG00000162366.7","male_placenta_early",10.0864343463485,0.570292357417242,17.6864273475946,"male_placenta_early",11.4402551738119,0.560851777794821,20.398001088261
"13","ENSG00000085831.15","male_placenta_early",13.7508802268964,1.27841150641067,10.7562237651506,"male_placenta_early",14.6318047061913,1.25551006832292,11.6540719786788
"14","ENSG00000006555.10","male_placenta_early",1.63437828917316,0.442593012759689,3.69273405149883,"male_placenta_early",1.79867513037673,0.451593739608439,3.98294965722133
"15","ENSG00000187889.12","male_placenta_early",2.35272169913952,0.353797967567698,6.6499016806515,"male_placenta_early",2.57062141232989,0.365634820562792,7.03057057961039
"16","ENSG00000021852.12","male_placenta_early",1.33551449537241,0.0525304601908204,25.4236207054167,"male_placenta_early",1.48185470029208,0.0517531290838522,28.6331421215349
"17","ENSG00000118473.21","male_placenta_early",1.98618529152092,0.556722008071226,3.56764284997839,"male_placenta_early",1.94809384596893,0.571871539593391,3.40652351287503
"18","ENSG00000116717.12","male_placenta_early",25.3526843463327,6.63029132024121,3.82376627538748,"male_placenta_early",27.5529859134983,6.7336082809706,4.09186052467055
"19","ENSG00000117069.14","male_placenta_early",3.60127958672411,0.288317246855624,12.4906838768735,"male_placenta_early",3.7805933938573,0.289935466362646,13.0394306060115
"20","ENSG00000198691.12","male_placenta_early",22.1211212307801,4.17751599095193,5.29528104229695,"male_placenta_early",23.7068041294894,4.21042582281085,5.63050036437001
"21","ENSG00000116299.16","male_placenta_early",25.1808570323217,0.653198663943999,38.5500743070726,"male_placenta_early",27.602583299846,0.673108156445937,41.0076494178733
"22","ENSG00000171385.9","male_placenta_early",9.85245626784946,2.40201846021892,4.10174044497206,"male_placenta_early",10.7650051149598,2.46880422532621,4.36041262588871
"23","ENSG00000116824.4","male_placenta_early",1.00850275620389,0.226677350648955,4.44906715786401,"male_placenta_early",1.08342183310518,0.223518518627319,4.84712336033155
"24","ENSG00000174827.13","male_placenta_early",1.6520075509611,0.210132258526934,7.8617512729458,"male_placenta_early",1.83043678047345,0.206898507422496,8.84702747872229
"25","ENSG00000143365.17","male_placenta_early",8.60643889371202,0.25708722693279,33.476726931914,"male_placenta_early",9.6236264541358,0.259141735110067,37.1365363053091
"26","ENSG00000203783.4","male_placenta_early",1.35933102197299,0.111152998091425,12.2293689357341,"male_placenta_early",1.39671788283816,0.106714013515107,13.088420506651
"27","ENSG00000188015.9","male_placenta_early",1.4302316992796,0.255776495392814,5.59172451355662,"male_placenta_early",1.52831243006279,0.250945766264916,6.09021005936954
"28","ENSG00000185499.16","male_placenta_early",4.01465754341233,0.44354790817024,9.05123768923615,"male_placenta_early",4.49935409817572,0.43962803831833,10.2344566451828
"29","ENSG00000143627.19","male_placenta_early",2.06775136106797,0.0251990870679278,82.0565981415932,"male_placenta_early",1.894127496951,0.0259227469929596,73.0681627786372
"30","ENSG00000125462.16","male_placenta_early",5.40088276989796,0.862560568767446,6.26145335812827,"male_placenta_early",5.20357425985311,0.861289370527678,6.04160975151137
"31","ENSG00000027869.11","male_placenta_early",1.54460255104319,0.379810934051855,4.0667669426081,"male_placenta_early",1.71662736126677,0.380811104248606,4.50781855390986
"32","ENSG00000198400.11","male_placenta_early",1.52089430780835,0.165304553499868,9.20055906269735,"male_placenta_early",1.66829540956021,0.164454138007867,10.144441664827
"33","ENSG00000163554.13","male_placenta_early",19.3517949475746,4.22915759813345,4.57580369105081,"male_placenta_early",17.9363352224859,4.34556552602046,4.12750310979926
"34","ENSG00000162747.10","male_placenta_early",15.8445927253634,4.89378599266037,3.23769628445684,"male_placenta_early",15.1399890930602,4.4752994573921,3.38301140229904
"35","ENSG00000198574.5","male_placenta_early",1.25476709683068,0.250743652948916,5.00418288588271,"male_placenta_early",1.37496689041839,0.249209299115117,5.51731775379398
"36","ENSG00000117152.13","male_placenta_early",1.00062446433904,0.286902259363755,3.48768415612363,"male_placenta_early",1.0985075158124,0.293550655158444,3.7421395473278
"37","ENSG00000198821.10","male_placenta_early",1.56350110438694,0.452436793675351,3.45573376489986,"male_placenta_early",1.73819515011387,0.451454086907197,3.85021467414732
"38","ENSG00000198797.6","male_placenta_early",4.31403539694295,0.59715634014301,7.22429807227669,"male_placenta_early",4.67142717040814,0.594637887002268,7.85591916108487
"39","ENSG00000116833.13","male_placenta_early",4.27346588157394,1.24626539045898,3.42901753855179,"male_placenta_early",4.45765411549623,1.27697240299721,3.49079910030442
"40","ENSG00000174567.7","male_placenta_early",16.1764880315722,3.7425736149802,4.32228987208787,"male_placenta_early",15.1368303211509,3.75808641926522,4.02780261878875
"41","ENSG00000196188.10","male_placenta_early",9.55504839905742,0.0864068514418705,110.582068893987,"male_placenta_early",8.63132164540141,0.0869116239841067,99.3114758387186
"42","ENSG00000263961.7","male_placenta_early",1.7902281814122,0.244584175123788,7.31947674254124,"male_placenta_early",2.03105833117288,0.249898414779648,8.12753587478255
"43","ENSG00000162896.5","male_placenta_early",32.3744095541369,0.739902475366314,43.7549685694846,"male_placenta_early",35.6346562818256,0.734706238745681,48.5019105631422
"44","ENSG00000182795.12","male_placenta_early",1.82509575173757,0.419558320816763,4.35004065271455,"male_placenta_early",1.98753757904041,0.430004848473549,4.62212829947351
"45","ENSG00000123838.10","male_placenta_early",19.9426018004378,0.360824297969046,55.2695644741436,"male_placenta_early",21.5564096868752,0.360225640297731,59.8414084823572
"46","ENSG00000143469.18","male_placenta_early",2.11545033127155,0.0624952329482985,33.8497871193093,"male_placenta_early",2.36162249189293,0.0640935001154691,36.8465209052134
"47","ENSG00000143473.12","male_placenta_early",2.22804175254696,0.568531621732534,3.9189407719438,"male_placenta_early",2.36649378121769,0.571726181042267,4.13920834778552
"48","ENSG00000196660.10","male_placenta_early",5.41217349442746,0.326091072724989,16.597122543713,"male_placenta_early",4.93706491673961,0.317022829214883,15.5732157490563
"49","ENSG00000203685.9","male_placenta_early",3.93375917939475,1.05421438487022,3.73146035175665,"male_placenta_early",4.3742507413886,1.08996733651188,4.013194336068
"50","ENSG00000168243.10","male_placenta_early",2.28665039909147,0.60278245783377,3.79349194618079,"male_placenta_early",2.32875325456183,0.584206230778848,3.98618352881516
"51","ENSG00000184731.5","male_placenta_early",3.27307774504002,0.232211158351361,14.0952647076825,"male_placenta_early",3.66698864409854,0.226226047752658,16.2094006438543
"52","ENSG00000176887.6","male_placenta_early",1.79318729338799,0.244486079817425,7.334516937435,"male_placenta_early",1.70356261030463,0.24682566746077,6.90188596603467
"53","ENSG00000205795.4","male_placenta_early",9.00797723985614,0.33803678124866,26.6479204025726,"male_placenta_early",10.160410745744,0.335388638778809,30.2944392593002
"54","ENSG00000143869.6","male_placenta_early",29.0339466612828,2.9816563207308,9.73752288599332,"male_placenta_early",32.0677807792542,3.03016195868039,10.5828603277758
"55","ENSG00000084674.14","male_placenta_early",33.5030179733762,6.39267021609469,5.2408487910148,"male_placenta_early",33.2147863655484,6.55659943593325,5.0658556604077
"56","ENSG00000138079.13","male_placenta_early",1.40183220945302,0.0659899850133643,21.2431054374254,"male_placenta_early",1.49350868806652,0.0680884827844847,21.9348210885211
"57","ENSG00000119888.10","male_placenta_early",21.0586626212452,1.43790240040619,14.6454047335176,"male_placenta_early",22.736473286496,1.47917976431136,15.3710007634407
"58","ENSG00000075340.22","male_placenta_early",6.1503031802185,0.91624524567504,6.71250760563269,"male_placenta_early",5.76779542092605,0.919878790887412,6.27016893754212
"59","ENSG00000124374.8","male_placenta_early",14.7042659057567,3.71785989305287,3.95503497408088,"male_placenta_early",15.423055035016,3.75635067606475,4.10586134390775
"60","ENSG00000115523.16","male_placenta_early",89.5169285231939,3.87358038956652,23.1096090749291,"male_placenta_early",100.052709589756,3.76176314841297,26.5972911218418
"61","ENSG00000168874.12","male_placenta_early",9.17336319618626,2.75018790533167,3.3355405201231,"male_placenta_early",10.2169468635281,2.80113440556316,3.64743185590697
"62","ENSG00000115598.9","male_placenta_early",1.28172380240126,0.291285119876315,4.4002378252123,"male_placenta_early",1.42329094495533,0.294951320979854,4.82551134277695
"63","ENSG00000115616.2","male_placenta_early",1.84913708991334,0.242596297537689,7.62228075482506,"male_placenta_early",1.89336771647644,0.251003231115082,7.54320057182194
"64","ENSG00000144130.11","male_placenta_early",2.99742430314981,0.871366183520418,3.4399135057547,"male_placenta_early",2.81960026171011,0.90561812839758,3.11345386459872
"65","ENSG00000125538.11","male_placenta_early",6.79757769134216,1.44876237717017,4.69198938242701,"male_placenta_early",7.28909423350823,1.46120410389618,4.98841620692993
"66","ENSG00000125618.16","male_placenta_early",18.5844802266348,2.25086613485511,8.25659062476014,"male_placenta_early",20.909766838407,2.31593991425453,9.02863097168804
"67","ENSG00000168280.16","male_placenta_early",1.31238867785961,0.360861454564992,3.6368214483912,"male_placenta_early",1.24258585455024,0.370246658532647,3.35610281933354
"68","ENSG00000177519.3","male_placenta_early",1.44067229561625,0.0455866890642563,31.6029157894219,"male_placenta_early",1.66573333249919,0.0477989816670678,34.8487200857426
"69","ENSG00000144278.14","male_placenta_early",10.1403687847216,0.612984234506473,16.5426257542918,"male_placenta_early",11.1652964980569,0.607367757767844,18.3830905662342
"70","ENSG00000136542.8","male_placenta_early",1.39424196479045,0.161924225936623,8.61045934742436,"male_placenta_early",1.28527540214407,0.163919014873623,7.84091707197595
"71","ENSG00000073737.16","male_placenta_early",29.1969877254898,6.39711446766837,4.56408711662956,"male_placenta_early",27.1912817363599,6.34160476595167,4.28776039187289
"72","ENSG00000128710.5","male_placenta_early",3.36072633506971,0.293248817258178,11.46032357945,"male_placenta_early",3.71246576725671,0.29099136718067,12.7579927996686
"73","ENSG00000128709.12","male_placenta_early",1.27293528057593,0.140170741335864,9.08131945686041,"male_placenta_early",1.42981624208769,0.14054232145883,10.1735635732083
"74","ENSG00000175879.8","male_placenta_early",1.1064603399037,0.305355744564634,3.62351244277803,"male_placenta_early",1.22187730324468,0.306674905308885,3.9842754724714
"75","ENSG00000138356.13","male_placenta_early",37.3402902793885,5.49962177728565,6.78961059351574,"male_placenta_early",40.8471373983179,5.47156928245199,7.46534226100724
"76","ENSG00000114948.12","male_placenta_early",2.13865759434023,0.539650574052126,3.96304145158503,"male_placenta_early",2.15355836275657,0.543764626302054,3.96046057170386
