"","ensembl","tissue_TMM","nCPM_1_TMM","nCPM_mid_placenta_TMM","nCPM_ratio_TMM","tissue_DESq","nCPM_1_DESq","nCPM_mid_placenta_DESq","nCPM_ratio_DESq","hgnc_symbol","description"
"1","ENSG00000187017","male_placenta_early",5.66635139554791,1.4912179339788,3.79981441104937,"male_placenta_early",5.25712006167378,1.50776948486831,3.48668686721229,"ESPN","espin [Source:HGNC Symbol;Acc:HGNC:13281]"
"2","ENSG00000162490","male_placenta_early",1.31210818882288,0.167299251231496,7.84288141856227,"male_placenta_early",1.44950830659125,0.167326237588328,8.66276758195848,"DRAXIN","dorsal inhibitory axon guidance protein [Source:HGNC Symbol;Acc:HGNC:25054]"
"3","ENSG00000120949","male_placenta_early",3.08206483027293,0.964056403787757,3.1969756314709,"male_placenta_early",3.26415758302709,0.957151425176817,3.41028336495878,"TNFRSF8","TNF receptor superfamily member 8 [Source:HGNC Symbol;Acc:HGNC:11923]"
"4","ENSG00000142623","male_placenta_early",5.15100288495006,0.968703148074056,5.31742143626881,"male_placenta_early",4.96158927028691,0.906270289857537,5.47473455305134,"PADI1","peptidyl arginine deiminase 1 [Source:HGNC Symbol;Acc:HGNC:18367]"
"5","ENSG00000162551","male_placenta_early",44.3262143327883,2.35424057772987,18.8282432781491,"male_placenta_early",42.837330452012,2.33360446392266,18.3567228783942,"ALPL","alkaline phosphatase, biomineralization associated [Source:HGNC Symbol;Acc:HGNC:438]"
"6","ENSG00000162552","male_placenta_early",7.91004199368886,2.62787691957779,3.01005040790104,"male_placenta_early",8.39025407699131,2.6370585364307,3.18167153329393,"WNT4","Wnt family member 4 [Source:HGNC Symbol;Acc:HGNC:12783]"
"7","ENSG00000175793","male_placenta_early",5.74706422854719,1.82488863839669,3.14926845815449,"male_placenta_early",5.92180757655458,1.77869644969849,3.32929633808984,"SFN","stratifin [Source:HGNC Symbol;Acc:HGNC:10773]"
"8","ENSG00000130768","male_placenta_early",13.7571673586882,2.05673775651285,6.68882910090256,"male_placenta_early",12.9635979179017,2.0252618827963,6.40094894789741,"SMPDL3B","sphingomyelin phosphodiesterase acid like 3B [Source:HGNC Symbol;Acc:HGNC:21416]"
"9","ENSG00000084628","male_placenta_early",1.9603360140054,0.474599025143029,4.13050998875233,"male_placenta_early",2.01889010095456,0.477911625625489,4.22440048055379,"NKAIN1","sodium/potassium transporting ATPase interacting 1 [Source:HGNC Symbol;Acc:HGNC:25743]"
"10","ENSG00000117472","male_placenta_early",26.7109244377006,0.797031871084663,33.5129941558677,"male_placenta_early",29.674258974115,0.806510232859867,36.7934066613027,"TSPAN1","tetraspanin 1 [Source:HGNC Symbol;Acc:HGNC:20657]"
"11","ENSG00000142973","male_placenta_early",7.81012720847178,1.22781934444121,6.36097422949972,"male_placenta_early",8.54916155130777,1.25276379162268,6.8242406178057,"CYP4B1","cytochrome P450 family 4 subfamily B member 1 [Source:HGNC Symbol;Acc:HGNC:2644]"
"12","ENSG00000162366","male_placenta_early",10.0864343463485,0.570292357417242,17.6864273475946,"male_placenta_early",11.4402551738119,0.560851777794821,20.398001088261,"PDZK1IP1","PDZK1 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:16887]"
"13","ENSG00000085831","male_placenta_early",13.7508802268964,1.27841150641067,10.7562237651506,"male_placenta_early",14.6318047061913,1.25551006832292,11.6540719786788,"TTC39A","tetratricopeptide repeat domain 39A [Source:HGNC Symbol;Acc:HGNC:18657]"
"14","ENSG00000006555","male_placenta_early",1.63437828917316,0.442593012759689,3.69273405149883,"male_placenta_early",1.79867513037673,0.451593739608439,3.98294965722133,"TTC22","tetratricopeptide repeat domain 22 [Source:HGNC Symbol;Acc:HGNC:26067]"
"15","ENSG00000187889","male_placenta_early",2.35272169913952,0.353797967567698,6.6499016806515,"male_placenta_early",2.57062141232989,0.365634820562792,7.03057057961039,"FYB2","FYN binding protein 2 [Source:HGNC Symbol;Acc:HGNC:27295]"
"16","ENSG00000021852","male_placenta_early",1.33551449537241,0.0525304601908204,25.4236207054167,"male_placenta_early",1.48185470029208,0.0517531290838522,28.6331421215349,"C8B","complement C8 beta chain [Source:HGNC Symbol;Acc:HGNC:1353]"
"17","ENSG00000118473","male_placenta_early",1.98618529152092,0.556722008071226,3.56764284997839,"male_placenta_early",1.94809384596893,0.571871539593391,3.40652351287503,"SGIP1","SH3GL interacting endocytic adaptor 1 [Source:HGNC Symbol;Acc:HGNC:25412]"
"18","ENSG00000116717","male_placenta_early",25.3526843463327,6.63029132024121,3.82376627538748,"male_placenta_early",27.5529859134983,6.7336082809706,4.09186052467055,"GADD45A","growth arrest and DNA damage inducible alpha [Source:HGNC Symbol;Acc:HGNC:4095]"
"19","ENSG00000117069","male_placenta_early",3.60127958672411,0.288317246855624,12.4906838768735,"male_placenta_early",3.7805933938573,0.289935466362646,13.0394306060115,"ST6GALNAC5","ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 5 [Source:HGNC Symbol;Acc:HGNC:19342]"
"20","ENSG00000198691","male_placenta_early",22.1211212307801,4.17751599095193,5.29528104229695,"male_placenta_early",23.7068041294894,4.21042582281085,5.63050036437001,"ABCA4","ATP binding cassette subfamily A member 4 [Source:HGNC Symbol;Acc:HGNC:34]"
"21","ENSG00000116299","male_placenta_early",25.1808570323217,0.653198663943999,38.5500743070726,"male_placenta_early",27.602583299846,0.673108156445937,41.0076494178733,"KIAA1324","endosome-lysosome associated apoptosis and autophagy regulator 1 [Source:HGNC Symbol;Acc:HGNC:29618]"
