"","ensembl","tissue_TMM","nCPM_1_TMM","nCPM_term_placenta_TMM","nCPM_ratio_TMM","tissue_DESq","nCPM_1_DESq","nCPM_term_placenta_DESq","nCPM_ratio_DESq","hgnc_symbol","description"
"1","ENSG00000196581","female_placenta_mid",1.35463155569106,0.307160379732042,4.41017671899221,"female_placenta_mid",1.4084951082066,0.294315200244113,4.78566892582631,"AJAP1","adherens junctions associated protein 1 [Source:HGNC Symbol;Acc:HGNC:30801]"
"2","ENSG00000162444","female_placenta_mid",10.8011357321983,1.54724720110498,6.98087269085675,"female_placenta_mid",11.6608228133421,1.45610655316582,8.00822081872341,"RBP7","retinol binding protein 7 [Source:HGNC Symbol;Acc:HGNC:30316]"
"3","ENSG00000158008","female_placenta_mid",6.4877308396438,2.12756877821958,3.04936362389795,"female_placenta_mid",6.53897510074841,2.14348430730837,3.05062886555935,"EXTL1","exostosin like glycosyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:3515]"
"4","ENSG00000188060","female_placenta_mid",10.0527381038888,2.35223705275504,4.2736926076879,"female_placenta_mid",10.728892303545,2.25000169048262,4.76839299673756,"RAB42","RAB42, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:28702]"
"5","ENSG00000121769","female_placenta_mid",4.61403327729992,1.11435662984916,4.14053558233371,"female_placenta_mid",4.91420952193917,1.07343930474231,4.57800408484099,"FABP3","fatty acid binding protein 3 [Source:HGNC Symbol;Acc:HGNC:3557]"
"6","ENSG00000121753","female_placenta_mid",17.0096867788332,4.64402197845417,3.66270591692917,"female_placenta_mid",18.0727246735022,4.46037682441959,4.05183808115897,"ADGRB2","adhesion G protein-coupled receptor B2 [Source:HGNC Symbol;Acc:HGNC:944]"
"7","ENSG00000160097","female_placenta_mid",1.93217572910548,0.34058951035655,5.67303357958018,"female_placenta_mid",2.03473649142193,0.329678282121909,6.17188514307267,"FNDC5","fibronectin type III domain containing 5 [Source:HGNC Symbol;Acc:HGNC:20240]"
"8","ENSG00000171812","female_placenta_mid",45.8928898352621,13.5891990510502,3.37715929120307,"female_placenta_mid",48.6479062438767,12.9814499282644,3.74749404055059,"COL8A2","collagen type VIII alpha 2 chain [Source:HGNC Symbol;Acc:HGNC:2216]"
"9","ENSG00000169218","female_placenta_mid",1.14911218190773,0.293296612664205,3.91791835394754,"female_placenta_mid",1.21420725581438,0.282086262510118,4.30438279769412,"RSPO1","R-spondin 1 [Source:HGNC Symbol;Acc:HGNC:21679]"
"10","ENSG00000137948","female_placenta_mid",11.3626915150907,0.903529227409097,12.5758981230454,"female_placenta_mid",11.8814846784003,0.856827363123494,13.8668361793294,"BRDT","bromodomain testis associated [Source:HGNC Symbol;Acc:HGNC:1105]"
