"","ensembl","tissue_TMM","nCPM_1_TMM","nCPM_term_placenta_TMM","nCPM_ratio_TMM","tissue_DESq","nCPM_1_DESq","nCPM_term_placenta_DESq","nCPM_ratio_DESq"
"1","ENSG00000196581.10","female_placenta_mid",1.35463155569106,0.307160379732042,4.41017671899221,"female_placenta_mid",1.4084951082066,0.294315200244113,4.78566892582631
"2","ENSG00000162444.11","female_placenta_mid",10.8011357321983,1.54724720110498,6.98087269085675,"female_placenta_mid",11.6608228133421,1.45610655316582,8.00822081872341
"3","ENSG00000158008.9","female_placenta_mid",6.4877308396438,2.12756877821958,3.04936362389795,"female_placenta_mid",6.53897510074841,2.14348430730837,3.05062886555935
"4","ENSG00000188060.7","female_placenta_mid",10.0527381038888,2.35223705275504,4.2736926076879,"female_placenta_mid",10.728892303545,2.25000169048262,4.76839299673756
"5","ENSG00000121769.7","female_placenta_mid",4.61403327729992,1.11435662984916,4.14053558233371,"female_placenta_mid",4.91420952193917,1.07343930474231,4.57800408484099
"6","ENSG00000121753.12","female_placenta_mid",17.0096867788332,4.64402197845417,3.66270591692917,"female_placenta_mid",18.0727246735022,4.46037682441959,4.05183808115897
"7","ENSG00000160097.17","female_placenta_mid",1.93217572910548,0.34058951035655,5.67303357958018,"female_placenta_mid",2.03473649142193,0.329678282121909,6.17188514307267
"8","ENSG00000171812.12","female_placenta_mid",45.8928898352621,13.5891990510502,3.37715929120307,"female_placenta_mid",48.6479062438767,12.9814499282644,3.74749404055059
"9","ENSG00000169218.13","female_placenta_mid",1.14911218190773,0.293296612664205,3.91791835394754,"female_placenta_mid",1.21420725581438,0.282086262510118,4.30438279769412
"10","ENSG00000137948.18","female_placenta_mid",11.3626915150907,0.903529227409097,12.5758981230454,"female_placenta_mid",11.8814846784003,0.856827363123494,13.8668361793294
"11","ENSG00000122477.12","female_placenta_mid",7.28047396662092,1.95942074822888,3.7156256374246,"female_placenta_mid",7.83836995563463,1.87957462821126,4.17028929736841
"12","ENSG00000143028.8","female_placenta_mid",6.49447019623132,0.891173590924844,7.28754786089596,"female_placenta_mid",7.06625631933267,0.851322868594621,8.30032480038716
"13","ENSG00000116774.11","female_placenta_mid",141.032839498243,33.4230233150439,4.21963142498732,"female_placenta_mid",149.597172229682,31.4076957102261,4.7630737896182
"14","ENSG00000173212.4","female_placenta_mid",5.87978088664313,1.28158842099185,4.58788546333201,"female_placenta_mid",6.32768143078234,1.22385351774528,5.17029312661527
"15","ENSG00000203859.9","female_placenta_mid",8.5473221857749,1.87796578427504,4.55137269131581,"female_placenta_mid",8.99143641680246,1.77543273395727,5.0643633210262
"16","ENSG00000092621.12","female_placenta_mid",24.586089465797,7.43740356323481,3.30573556440221,"female_placenta_mid",25.7785950051563,7.01585550213732,3.67433379967747
"17","ENSG00000159164.9","female_placenta_mid",2.96439536208823,0.984240946025563,3.01185941720742,"female_placenta_mid",3.15835599120214,0.952577241792029,3.31559043470376
"18","ENSG00000143556.8","female_placenta_mid",2.43114164071697,0.525688031942955,4.62468516114285,"female_placenta_mid",2.43499118240805,0.494130145224238,4.92783370118624
"19","ENSG00000160678.11","female_placenta_mid",4.83646680158373,0.778973789681815,6.20876705435656,"female_placenta_mid",5.09864363739037,0.741439679653352,6.87668029821948
"20","ENSG00000143297.18","female_placenta_mid",2.06863777517815,0.415734322961636,4.97586477931735,"female_placenta_mid",2.17630531544619,0.408971717305883,5.32140787089798
"21","ENSG00000073754.5","female_placenta_mid",15.1122022950958,0.658394959915938,22.95309535332,"female_placenta_mid",15.9952264176631,0.619455350084578,25.8214355812395
"22","ENSG00000162706.12","female_placenta_mid",125.396637530311,41.4546944855636,3.02490801310765,"female_placenta_mid",133.963887527789,38.9963972906898,3.43528881730242
"23","ENSG00000158874.11","female_placenta_mid",2.89219509436444,0.00709284253533889,407.76248449822,"female_placenta_mid",2.97128197930585,0.00876377694949053,339.041259999044
"24","ENSG00000116132.11","female_placenta_mid",20.262400168437,5.45163371287027,3.71675744109538,"female_placenta_mid",21.5902168746214,5.16961042059949,4.17637212827301
"25","ENSG00000010932.16","female_placenta_mid",7.02845458555427,0.724299176899508,9.70380032135453,"female_placenta_mid",7.42450736192696,0.686367691540793,10.8170991342265
"26","ENSG00000120337.8","female_placenta_mid",2.58693918875839,0.223033007639041,11.5989073372723,"female_placenta_mid",2.83637934586589,0.213827490609827,13.2648020971329
"27","ENSG00000135838.13","female_placenta_mid",96.3775335818889,31.9496669968416,3.01654266354064,"female_placenta_mid",102.620722585347,30.7261124607274,3.33985377149523
"28","ENSG00000143839.14","female_placenta_mid",21.1600172240434,1.04220728674275,20.3030793328797,"female_placenta_mid",21.8946908164247,0.98502640044473,22.2275167513677
"29","ENSG00000170382.11","female_placenta_mid",3.58409530831973,0.450198272947488,7.96114850653322,"female_placenta_mid",3.7986739756291,0.449515838547793,8.45058983438961
"30","ENSG00000158715.5","female_placenta_mid",3.25089254242943,0.702569554556284,4.62714690858269,"female_placenta_mid",3.43561771913126,0.671584128775858,5.11569224453471
"31","ENSG00000177614.10","female_placenta_mid",7.16117226892742,1.91479955208006,3.73990701070939,"female_placenta_mid",7.62578816082055,1.85945485925624,4.1010880811975
"32","ENSG00000135744.7","female_placenta_mid",1.19845905833575,0.361614189090949,3.31419256901539,"female_placenta_mid",1.23925852732149,0.338831083184547,3.65745230831292
"33","ENSG00000162849.15","female_placenta_mid",13.3517213742905,3.27004042047285,4.08304475097584,"female_placenta_mid",14.0687351120185,3.18666785264921,4.4148733920677
"34","ENSG00000171848.14","female_placenta_mid",12.4184385434294,4.01302633290284,3.09453203474159,"female_placenta_mid",13.0220099325416,3.85305423141985,3.37965913543423
"35","ENSG00000143867.6","female_placenta_mid",9.52196360253489,2.41454629242328,3.94358295486581,"female_placenta_mid",10.2355928847502,2.35667052867541,4.34324304573165
"36","ENSG00000138080.13","female_placenta_mid",54.0938266828447,17.069288603828,3.16907329522295,"female_placenta_mid",56.8758637355598,16.7225485516754,3.40114807021215
"37","ENSG00000162878.12","female_placenta_mid",14.7840952918467,4.00642714037942,3.69009463390531,"female_placenta_mid",15.5626107283762,3.90969848358321,3.98051430147963
"38","ENSG00000119866.21","female_placenta_mid",5.26256926702712,0.865347875968068,6.08144933751627,"female_placenta_mid",5.62631104717768,0.874678792215788,6.43243107898475
