"","ensembl","tissue_TMM","nCPM_1_TMM","nCPM_early_placenta_TMM","nCPM_ratio_TMM","tissue_DESq","nCPM_1_DESq","nCPM_early_placenta_DESq","nCPM_ratio_DESq","hgnc_symbol","description"
"1","ENSG00000169962","female_placenta_mid",1.20542239116665,0.239819581333159,5.02637184364053,"female_placenta_mid",1.25028012185428,0.232062079270481,5.38769679985936,"TAS1R3","taste 1 receptor member 3 [Source:HGNC Symbol;Acc:HGNC:15661]"
"2","ENSG00000162444","female_placenta_mid",11.0981417845543,2.39416342436668,4.63549884339665,"female_placenta_mid",11.660822813342,2.29168378434534,5.08832103844254,"RBP7","retinol binding protein 7 [Source:HGNC Symbol;Acc:HGNC:30316]"
"3","ENSG00000162461","female_placenta_mid",4.26347481538381,1.09616168007888,3.88945799955077,"female_placenta_mid",4.42589977104577,1.03473447075524,4.27732901158242,"SLC25A34","solute carrier family 25 member 34 [Source:HGNC Symbol;Acc:HGNC:27653]"
"4","ENSG00000184454","female_placenta_mid",44.8575890382768,11.0348352507211,4.06508914896083,"female_placenta_mid",45.6012486249944,10.8584404630885,4.19961308256083,"NCMAP","non-compact myelin associated protein [Source:HGNC Symbol;Acc:HGNC:29332]"
"5","ENSG00000158022","female_placenta_mid",1.37373119105761,0.456920873202645,3.00649690487735,"female_placenta_mid",1.41964863826248,0.429195466024871,3.30769719310179,"TRIM63","tripartite motif containing 63 [Source:HGNC Symbol;Acc:HGNC:16007]"
"6","ENSG00000121753","female_placenta_mid",17.4699007557285,5.7818331477198,3.02151589459446,"female_placenta_mid",18.0727246735021,5.5145231569962,3.27729599803629,"ADGRB2","adhesion G protein-coupled receptor B2 [Source:HGNC Symbol;Acc:HGNC:944]"
"7","ENSG00000188910","female_placenta_mid",1.16634418364991,0.197333024613488,5.91053720447656,"female_placenta_mid",1.12876997927119,0.205812504339153,5.48445772474116,"GJB3","gap junction protein beta 3 [Source:HGNC Symbol;Acc:HGNC:4285]"
"8","ENSG00000197273","female_placenta_mid",1.3035020511898,0.0418315477877656,31.1607415963469,"female_placenta_mid",1.29883511692964,0.0367533693161344,35.3392121891656,"GUCA2A","guanylate cyclase activator 2A [Source:HGNC Symbol;Acc:HGNC:4682]"
"9","ENSG00000117407","female_placenta_mid",1.31741427850848,0.428713397926113,3.07294869925089,"female_placenta_mid",1.34101886463537,0.4294183754979,3.12287256706351,"ARTN","artemin [Source:HGNC Symbol;Acc:HGNC:727]"
"10","ENSG00000081985","female_placenta_mid",14.711210065082,1.10678835915125,13.2918004995674,"female_placenta_mid",15.3847950789969,1.07441608823367,14.3192151043544,"IL12RB2","interleukin 12 receptor subunit beta 2 [Source:HGNC Symbol;Acc:HGNC:5972]"
