"","ensembl","tissue_r5_TMM","nCPM_5_TMM","nCPM_placenta_TMM","nCPM_ratio_TMM","tissue_r5_DESq","nCPM_5_DESq","nCPM_placenta_DESq","nCPM_ratio_DESq","hgnc_symbol","description"
"1","ENSG00000168653","female_brain",157.399854380093,48.4489871022873,3.2487749237726,"female_brain",173.516695654064,49.8635325753721,3.47983158617536,"NDUFS5","NADH:ubiquinone oxidoreductase subunit S5 [Source:HGNC Symbol;Acc:HGNC:7712]"
"2","ENSG00000175984","female_brain",3.54829552804755,0.939863178141613,3.7753319957311,"female_liver",3.16426553615731,0.978130597785556,3.23501334414961,"DENND2C","DENN domain containing 2C [Source:HGNC Symbol;Acc:HGNC:24748]"
"3","ENSG00000205795","female_brain",1.59915722886397,0.184541496522989,8.66556985282038,"female_brain",1.90629709772635,0.184095667451072,10.3549264581851,"CYS1","cystin 1 [Source:HGNC Symbol;Acc:HGNC:18525]"
"4","ENSG00000198075","female_brain",9.48376344137587,2.60909121447269,3.63489148588183,"female_liver",10.0866948668058,2.77086161301089,3.64027377601342,"SULT1C4","sulfotransferase family 1C member 4 [Source:HGNC Symbol;Acc:HGNC:11457]"
"5","ENSG00000144331","female_brain",6.96174067619104,0.576607818237511,12.0736147794018,"female_liver",6.95712856912353,0.602596742638695,11.5452475542087,"ZNF385B","zinc finger protein 385B [Source:HGNC Symbol;Acc:HGNC:26332]"
"6","ENSG00000114200","female_brain",17.4772655615345,0.0751192455924279,232.660291296858,"female_heart",19.3170743657506,0.0753925809946291,256.219831061716,"BCHE","butyrylcholinesterase [Source:HGNC Symbol;Acc:HGNC:983]"
"7","ENSG00000004468","female_brain",1.92320543198475,0.639921443045616,3.00537738324805,"female_lung",2.15200665502812,0.641568216975275,3.35429124773968,"CD38","CD38 molecule [Source:HGNC Symbol;Acc:HGNC:1667]"
"8","ENSG00000109193","female_brain",4.84605221531214,0.196763092662543,24.6288678925337,"female_brain",6.22763203528789,0.186319936744527,33.4243996863681,"SULT1E1","sulfotransferase family 1E member 1 [Source:HGNC Symbol;Acc:HGNC:11377]"
"9","ENSG00000164035","female_brain",4.48663106619938,0.371113481480454,12.0896472106085,"female_brain",5.13436136608299,0.383782513630031,13.3783098076025,"EMCN","endomucin [Source:HGNC Symbol;Acc:HGNC:16041]"
"10","ENSG00000164161","female_brain",6.98258095913984,0.124864739709914,55.9211589705932,"female_brain",8.69593537614887,0.135224419879473,64.3074334051472,"HHIP","hedgehog interacting protein [Source:HGNC Symbol;Acc:HGNC:14866]"
"11","ENSG00000050767","female_brain",2.4554626048854,0.284237603770318,8.63876760961428,"female_liver",2.20980249646247,0.297031371922005,7.43962660295265,"COL23A1","collagen type XXIII alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:22990]"
"12","ENSG00000186340","female_brain",15.0347855968278,1.97830473900142,7.59983297842012,"female_brain",16.9043805406624,1.99507281550893,8.47306444619677,"THBS2","thrombospondin 2 [Source:HGNC Symbol;Acc:HGNC:11786]"
"13","ENSG00000164649","female_brain",17.6533395697997,5.01728514315162,3.51850434370782,"female_brain",20.2772141742024,5.19468106658441,3.90345700039964,"CDCA7L","cell division cycle associated 7 like [Source:HGNC Symbol;Acc:HGNC:30777]"
"14","ENSG00000106355","female_brain",52.8507412626084,14.0459638029304,3.76269952024098,"female_liver",45.6977598871194,14.5332870093947,3.14435129902679,"LSM5","LSM5 homolog, U6 small nuclear RNA and mRNA degradation associated [Source:HGNC Symbol;Acc:HGNC:17162]"
"15","ENSG00000157214","female_brain",3.56831641160971,1.13356384254637,3.14787423317425,"female_brain",4.07697494182074,1.19674286532996,3.40672592244505,"STEAP2","STEAP2 metalloreductase [Source:HGNC Symbol;Acc:HGNC:17885]"
"16","ENSG00000128606","female_brain",17.6959129882531,0.488195554414667,36.2475914174803,"female_brain",21.0706321489538,0.505212443961276,41.7064789294241,"LRRC17","leucine rich repeat containing 17 [Source:HGNC Symbol;Acc:HGNC:16895]"
"17","ENSG00000172817","female_brain",2.48065394416045,0.794974546274209,3.1204193339101,"female_brain",2.84206963969475,0.743978443036522,3.82009675992081,"CYP7B1","cytochrome P450 family 7 subfamily B member 1 [Source:HGNC Symbol;Acc:HGNC:2652]"
"18","ENSG00000137077","female_brain",3.34192996159718,0.273072385751482,12.2382567259606,"female_liver",3.3813343582348,0.274321366540906,12.3261793307325,"CCL21","C-C motif chemokine ligand 21 [Source:HGNC Symbol;Acc:HGNC:10620]"
