"","ensembl","tissue_r5_TMM","nCPM_5_TMM","nCPM_muscle_TMM","nCPM_ratio_TMM","tissue_r5_DESq","nCPM_5_DESq","nCPM_muscle_DESq","nCPM_ratio_DESq"
"1","ENSG00000203747.10","female_brain",3.97658767310168,1.26562385080814,3.14199805144515,"female_brain",4.3534074183249,1.22269302724323,3.56050727478213
"2","ENSG00000174640.13","female_brain",6.38079404816465,0.930123884862972,6.86015503096631,"female_liver",4.7682883492481,0.923740961102179,5.16193234904158
"3","ENSG00000179299.16","female_brain",5.60998282235553,1.38067511800003,4.06321715312857,"female_liver",5.73767883891421,1.2877158557186,4.45570256313443
"4","ENSG00000118526.6","female_brain",6.83797659051663,0.844449269456869,8.0975575891192,"female_liver",5.48297348981507,0.613684392567908,8.93451675847915
"5","ENSG00000177459.10","female_brain",1.36697074431385,0.172302422163104,7.93355500841338,"female_brain",1.53631643379655,0.125562498543957,12.2354719889451
"6","ENSG00000178401.15","female_brain",1.02193994917976,0.194000030822541,5.26773085987067,"female_brain",1.15986331462236,0.18311332002154,6.33412858488898
"7","ENSG00000108375.12","female_brain",1.3671097117072,0.0733716772092706,18.6326626800139,"female_brain",1.77099520620154,0.0742745920250489,23.8438900560272
"8","ENSG00000070526.14","female_brain",1.04261220633038,0.283188896741787,3.68168462226483,"female_brain",1.13299889467613,0.222382522883134,5.09481986258219
"9","ENSG00000275993.2","female_brain",4.51781761592253,1.16693111917517,3.87153752409644,"female_brain",5.06240017696131,1.12253729631718,4.50978349990689
"10","ENSG00000165591.6","female_brain",2.05147472582347,0.60353072428539,3.39912227045693,"female_brain",2.31254101998605,0.560717771040882,4.12425134251264
"11","ENSG00000076864.19","female_heart",8.58321072317928,2.00112535180715,4.28919193664108,"female_heart",9.65353720692585,1.92937956581788,5.00344119838008
"12","ENSG00000117016.9","female_heart",4.89373545089835,1.56140793179555,3.134181241971,"female_heart",5.7739585552618,1.60603657521713,3.59516006320166
"13","ENSG00000143375.14","female_heart",4.12107474509719,0.798084791235124,5.16370539866995,"female_placenta",4.53766634220299,0.688948849928698,6.58636173450701
"14","ENSG00000198203.9","female_heart",1.24160356760484,0.163864309774177,7.57702253355783,"female_heart",1.37731998454437,0.117965119723076,11.6756545305734
"15","ENSG00000164050.12","female_heart",59.8319358750682,19.4241271657265,3.08028954735431,"female_placenta",66.7637560866363,19.268614336837,3.4648965888014
"16","ENSG00000113645.14","female_heart",3.48868200313968,0.85220093663907,4.09373171648746,"female_heart",4.03829363285512,0.896508164843562,4.5044694417923
"17","ENSG00000107249.22","female_heart",7.08104363723493,1.69835599689838,4.16935180266486,"female_heart",8.39526604036316,1.64114113610819,5.11550521503089
"18","ENSG00000185950.8","female_heart",26.1608226928368,7.80380793025905,3.35231503986649,"female_heart",29.9092798654728,7.92166923096012,3.7756284683762
"19","ENSG00000006432.15","female_heart",4.58425695683335,0.82024268207718,5.58890320755339,"female_liver",4.22412054790986,0.808757616409567,5.22297467399763
"20","ENSG00000185033.14","female_heart",22.6284876218662,4.72255848493077,4.79157382466973,"female_liver",23.8371374259652,4.59225484669941,5.19072617302536
"21","ENSG00000184697.6","female_heart",1.26442262525029,0.121202171000702,10.4323430414705,"female_heart",1.30906215498848,0.12983561430696,10.0824582066795
"22","ENSG00000105376.4","female_heart",1.12155391835457,0.0408963646326835,27.424293783273,"female_heart",1.33087785401287,0.0416681009374743,31.9399690427442
"23","ENSG00000167642.12","female_heart",9.86666048040449,2.36913799217165,4.16466263805947,"female_heart",10.5989856663399,2.27821249723463,4.65232531171052
"24","ENSG00000181072.11","female_liver",3.15248384511588,0.833886528149655,3.78047100978002,"female_liver",2.32367426871043,0.772121382578412,3.00946758002062
"25","ENSG00000239887.4","female_lung",3.05987652050364,0.616487290017538,4.96340568581161,"female_heart",3.4987883266834,0.629958494077951,5.55399817539481
"26","ENSG00000143153.12","female_lung",63.437877750753,18.9417821754455,3.34909762783506,"female_placenta",78.253204819031,19.0416627271043,4.10957834620418
"27","ENSG00000103449.11","female_lung",1.1594507680198,0.0314914837433993,36.8179148835064,"female_lung",1.15268843486817,0.0317678120261197,36.2847914713302
"28","ENSG00000076944.15","female_lung",2.44255395927381,0.791086998730873,3.08759208935598,"female_lung",2.56726275083352,0.835165908728942,3.0739553949714
"29","ENSG00000253368.3","female_placenta",3.17774505696957,1.02662218566263,3.09534033196302,"female_placenta",3.29331451529431,1.04472892182817,3.15231486990074
"30","ENSG00000124920.13","female_placenta",6.98088135366505,1.02509609184799,6.80997753203827,"female_placenta",7.34310869463286,1.03401391453477,7.1015569436865
"31","ENSG00000130700.6","female_placenta",2.22136239987991,0.202941505243719,10.9458259768607,"female_placenta",2.30714156852853,0.184479840554397,12.5061988431643
"32","ENSG00000160221.17","female_placenta",1.39815197622,0.22851249203512,6.1184925330258,"female_placenta",1.39299987259807,0.218095729778871,6.38710292040309
