"","ensembl","tissue","rank","nCPM_5","nCPM_6","nCPM_ratio"
"3","ENSG00000162493.16","female_brain",5,20.633210764661,0.760876973108334,27.1176701278923
"4","ENSG00000162458.12","female_brain",5,24.4986500632608,7.80138019434519,3.1402969029786
"5","ENSG00000117122.13","female_brain",5,22.2813252738277,5.63442640166608,3.95449752742164
"8","ENSG00000125945.14","female_brain",5,2.20565219880704,0.462783506015163,4.76605620152498
"12","ENSG00000084636.17","female_brain",5,43.7484323447503,11.8252881638499,3.69956585738773
"13","ENSG00000162520.14","female_brain",5,2.73136669830543,0.51477697119827,5.30592246958426
"16","ENSG00000127603.25","female_brain",5,546.59841749073,162.162938549295,3.37067410334682
"21","ENSG00000116729.13","female_brain",5,74.4290375900354,8.11479510868346,9.1720168646514
"27","ENSG00000134245.17","female_brain",5,5.64276632535607,1.86000193522245,3.03374217977962
"28","ENSG00000134247.9","female_brain",5,60.3901032148808,18.8564334724604,3.20262595273278
"38","ENSG00000143320.8","female_brain",5,7.28804936031176,1.11795852865546,6.5190695124236
"39","ENSG00000183853.17","female_brain",5,48.3301233223025,13.4871577357955,3.58341796463404
"41","ENSG00000116132.11","female_brain",5,3.12135489710846,0.325516005795323,9.58894444985017
"44","ENSG00000058085.14","female_brain",5,3.63134261190909,0.51776980252997,7.01343066777035
"62","ENSG00000170745.11","female_brain",5,2.57866766267998,0.438707890665172,5.87786934666296
"69","ENSG00000243244.6","female_brain",5,10.1550826751268,3.26301406330614,3.11217864161992
"71","ENSG00000115380.19","female_brain",5,6.41182432875255,2.0564519339341,3.11790624567937
"73","ENSG00000169604.19","female_brain",5,50.9348357344274,10.2923729591774,4.94879421261259
"77","ENSG00000196872.11","female_brain",5,1.59276941077351,0.379092712523042,4.20153001668872
"85","ENSG00000136546.14","female_brain",5,10.4345159755104,0.460380267266645,22.6649939569779
"89","ENSG00000144366.15","female_brain",5,29.6704588969378,8.18116833740141,3.6266774711498
"94","ENSG00000115461.4","female_brain",5,127.616533955263,10.6486016508309,11.9843466907512
"109","ENSG00000114251.14","female_brain",5,13.4344773327995,4.14868829046706,3.23824698126141
"114","ENSG00000121440.14","female_brain",5,23.1294662239902,2.45751438299093,9.41173178235497
"129","ENSG00000114019.14","female_brain",5,54.4901238995217,12.520013777199,4.3522415285802
"131","ENSG00000152580.8","female_brain",5,3.49779009384314,0.87933654920066,3.97776038880986
"137","ENSG00000182580.2","female_brain",5,11.9557078026003,2.16442769325462,5.52372705258759
"141","ENSG00000168214.20","female_brain",5,186.035537630203,54.4034850515366,3.41955184404034
"142","ENSG00000134853.11","female_brain",5,53.5771300870316,15.0282552132572,3.56509317460675
"143","ENSG00000169116.11","female_brain",5,11.7511419976215,2.1862468743187,5.37502975334545
"144","ENSG00000152583.12","female_brain",5,95.2272487226344,4.12326007570672,23.0951351537806
"147","ENSG00000145358.6","female_brain",5,1.01263311688337,0.0449136164839292,22.5462386723124
"149","ENSG00000155011.8","female_brain",5,1.73071252528201,0.430745225725298,4.01794940934702
"150","ENSG00000138685.15","female_brain",5,11.6251761583076,3.63224280875298,3.2005503955554
"157","ENSG00000164116.16","female_brain",5,35.7246919225876,11.6406846048179,3.06895110858013
"159","ENSG00000038295.7","female_brain",5,1.72209398261464,0.235897140030176,7.30019016930154
"163","ENSG00000154553.14","female_brain",5,23.5988322340458,2.48443884329457,9.49865692920491
"168","ENSG00000070193.4","female_brain",5,2.63530946982758,0.411802209359637,6.39945442236833
"174","ENSG00000038427.15","female_brain",5,393.184353392172,20.879048413458,18.8315264951796
"180","ENSG00000113396.12","female_brain",5,1.12503897180432,0.107775780162846,10.4386994007784
"181","ENSG00000145808.9","female_brain",5,1.35255088867952,0.139676841288128,9.68342980988132
"183","ENSG00000131435.12","female_brain",5,3.83833697515729,0.857282331290927,4.47733125372756
"194","ENSG00000145911.5","female_brain",5,14.0237297000032,1.04919791096309,13.3661433686333
"195","ENSG00000131459.12","female_brain",5,7.8349230203985,0.829541511516648,9.44488360332195
"203","ENSG00000112782.16","female_brain",5,5.59623664270028,0.493596413881041,11.3376768657987
"208","ENSG00000112837.16","female_brain",5,2.53536840039886,0.505748184035409,5.01310430848992
"210","ENSG00000112276.13","female_brain",5,3.0433002568137,0.417070315394641,7.296851740537
"212","ENSG00000183807.7","female_brain",5,3.08405652147969,0.625646755548593,4.92938945839408
"214","ENSG00000152661.8","female_brain",5,62.911399509653,8.20225474807718,7.67001287352128
"216","ENSG00000171408.13","female_brain",5,5.22537778937135,1.6377747999096,3.19053498054786
"221","ENSG00000197461.13","female_brain",5,11.5464534131005,3.49357566663733,3.30505319331306
"223","ENSG00000106511.5","female_brain",5,7.23128183057184,1.61308864021381,4.48287939689003
"234","ENSG00000128591.15","female_brain",5,9.1830722684216,2.73037929117321,3.36329545792729
"241","ENSG00000077782.20","female_brain",5,51.7862123216525,16.443216044352,3.14939682006065
"247","ENSG00000164764.10","female_brain",5,1.04688923429573,0.0847786435855471,12.3485018162546
"249","ENSG00000104413.16","female_brain",5,2.36222964920164,0.110256888910425,21.4247805515424
"252","ENSG00000164932.12","female_brain",5,3.97287623131771,0.850598245600407,4.67068472321313
"255","ENSG00000104447.12","female_brain",5,14.3063335738999,3.40874226929025,4.19695372770987
"258","ENSG00000156804.7","female_brain",5,25.8186311691278,0.849494830054732,30.3929232476486
"262","ENSG00000164989.16","female_brain",5,11.5141805919028,3.1282943652621,3.680657651582
"263","ENSG00000173068.17","female_brain",5,5.24018590236319,1.29822431196042,4.03642564238387
"267","ENSG00000099139.13","female_brain",5,16.595034798178,2.45492235412487,6.75990210863259
"272","ENSG00000204291.10","female_brain",5,8.8110834140765,1.45403779121621,6.05973480696577
"273","ENSG00000198121.13","female_brain",5,13.0442755512501,3.78116160251482,3.44980641466751
"276","ENSG00000185585.19","female_brain",5,5.49667880480702,1.31095066361634,4.19289524568689
"279","ENSG00000167123.18","female_brain",5,20.0898771435861,4.42540158040739,4.53967324288267
"280","ENSG00000148344.10","female_brain",5,3.16028737176646,0.236848304733998,13.3430863071439
"281","ENSG00000123243.14","female_brain",5,15.5468439443286,3.82842465326821,4.06089850326732
"283","ENSG00000120594.16","female_brain",5,46.8385580562032,15.5868844274446,3.00499809787081
"285","ENSG00000165757.8","female_brain",5,25.1809609883598,7.95699137759086,3.16463343912581
"295","ENSG00000107719.8","female_brain",5,15.3144355027927,4.44902102855857,3.44220344306945
"297","ENSG00000122863.5","female_brain",5,12.7654503108192,3.90173576338467,3.27173624380587
"308","ENSG00000166033.12","female_brain",5,40.4162064291633,6.2480875475769,6.46857236256833
"320","ENSG00000176971.3","female_brain",5,12.2981978588266,0.847454222187347,14.5119317797296
"329","ENSG00000166025.17","female_brain",5,69.7075029031305,22.2441662727288,3.13374311486744
"336","ENSG00000204381.11","female_brain",5,1.87977018651688,0.623633862539629,3.0142208424377
"340","ENSG00000134917.9","female_brain",5,1.58428271217223,0.189188453189528,8.37409834195908
"341","ENSG00000166106.3","female_brain",5,6.60996142429175,1.45918640982279,4.52989513868519
"343","ENSG00000047617.14","female_brain",5,2.91614556893276,0.384438305208767,7.58547087899881
"345","ENSG00000150048.10","female_brain",5,1.52215438343868,0.463099270814889,3.28688572702832
"353","ENSG00000123096.11","female_brain",5,6.47845704885286,1.10531945378222,5.86116260478783
"357","ENSG00000139174.11","female_brain",5,16.5072089649912,4.63429440250885,3.56196812961532
"366","ENSG00000017427.16","female_brain",5,7.82125814220191,1.72794747775349,4.52632863145259
"374","ENSG00000150893.10","female_brain",5,8.0581932837998,1.38515178629879,5.81755253359762
"375","ENSG00000183722.8","female_brain",5,40.692452104933,6.69151315046108,6.0812033377128
"378","ENSG00000136114.16","female_brain",5,9.58980556044285,2.7372551821169,3.50343863557011
"382","ENSG00000183087.14","female_brain",5,38.8332152491672,5.59077366833022,6.94594658144432
"384","ENSG00000100968.13","female_brain",5,5.16616803376675,0.619249012138384,8.34263427555095
"399","ENSG00000159251.7","female_brain",5,1.75114184270246,0.228776316515546,7.65438428843427
"404","ENSG00000103710.10","female_brain",5,7.32093426108282,0.782197909112818,9.35943982436152
"407","ENSG00000187720.14","female_brain",5,3.59420082430293,1.04329085501683,3.44506118022567
"409","ENSG00000067225.17","female_brain",5,346.500544300035,67.7730377546265,5.11266066535997
"410","ENSG00000129038.15","female_brain",5,6.65334765168242,1.56621948658818,4.2480301826508
"411","ENSG00000173546.7","female_brain",5,15.9937903918039,5.27826369244496,3.03012341249578
"423","ENSG00000140937.13","female_brain",5,91.2395875972174,5.01403740443527,18.196830266266
"424","ENSG00000166592.11","female_brain",5,1.36245830305323,0.394361576663442,3.45484546080914
"435","ENSG00000188176.11","female_brain",5,3.87242987914999,0.515464990924581,7.5124983215719
"437","ENSG00000141052.17","female_brain",5,1.83669159352624,0.187946653612474,9.77240912899307
"444","ENSG00000131097.6","female_brain",5,2.18360167018842,0.0395180236413521,55.2558419926515
"447","ENSG00000005884.17","female_brain",5,23.4496442037525,3.31464114182422,7.07456499826311
"448","ENSG00000166292.11","female_brain",5,4.24354917274184,0.637032315855493,6.66143469824294
"455","ENSG00000088756.12","female_brain",5,18.5209303950945,4.06868382266552,4.5520692200066
"459","ENSG00000053747.16","female_brain",5,11.8940986422976,1.02511238024858,11.602726560978
"471","ENSG00000080573.6","female_brain",5,5.45065805926255,0.718850455276439,7.58246450183642
"475","ENSG00000074181.8","female_brain",5,38.4144311391987,11.3955531900692,3.37100187226325
"491","ENSG00000179772.7","female_brain",5,1.89081187816832,0.582489820225587,3.24608570401461
"495","ENSG00000130702.15","female_brain",5,52.4942908951317,16.5721529792953,3.16762046311764
"509","ENSG00000147113.16","female_brain",5,7.42941986884499,2.39292921751283,3.10473866693266
"513","ENSG00000131080.14","female_brain",5,1.9809394348676,0.61074404542956,3.24348546611589
"529","ENSG00000133216.16","female_heart",5,8.92127219386765,0.654703346884426,13.6264343787485
"536","ENSG00000168389.17","female_heart",5,1.49905451299605,0.492819407419719,3.04179277525763
"552","ENSG00000174307.6","female_heart",5,4.71974408384644,1.39860459395286,3.37460931006031
"555","ENSG00000092969.11","female_heart",5,11.6725056862284,1.53396995347949,7.60934440713898
"558","ENSG00000117020.16","female_heart",5,10.4962714105353,1.27280514815311,8.24656580448767
"560","ENSG00000132031.12","female_heart",5,1.12497684716595,0.045994886229695,24.458737468072
"578","ENSG00000144369.12","female_heart",5,12.9332675166669,1.52972315896723,8.45464582323419
"585","ENSG00000134115.12","female_heart",5,4.56306908522394,0.344914323887562,13.2295725900657
"588","ENSG00000131386.18","female_heart",5,2.03354316688587,0.287958256195165,7.06193735771072
"589","ENSG00000144645.13","female_heart",5,9.20786651305561,3.03721193292982,3.03168389838812
"601","ENSG00000145147.19","female_heart",5,21.4106457594287,2.93856642598658,7.28608534082751
"602","ENSG00000091490.10","female_heart",5,16.1247262308377,5.18187070504372,3.1117577316514
"604","ENSG00000064042.17","female_heart",5,145.695510040126,6.97884718548369,20.8767302346409
"606","ENSG00000171476.21","female_heart",5,21.1904769418029,3.88957378157032,5.44802030551732
"615","ENSG00000164099.3","female_heart",5,2.11074427371098,0.235264391908891,8.97179660969855
"616","ENSG00000173376.13","female_heart",5,3.1464306391253,0.299034118469411,10.5219787468739
"625","ENSG00000078295.16","female_heart",5,1.02384174050756,0.0705903277075178,14.5039947221908
"631","ENSG00000113319.12","female_heart",5,2.21277280018736,0.440802004674681,5.01987916733823
"634","ENSG00000240184.6","female_heart",5,27.682920699141,5.81317748974448,4.76209796586786
"636","ENSG00000174705.12","female_heart",5,26.6323562101274,6.30450088385304,4.22434015012
"663","ENSG00000112379.8","female_heart",5,5.81650166996453,1.01895625336034,5.70829380631673
"667","ENSG00000164916.10","female_heart",5,57.9396013745938,18.8115579073953,3.08000016052983
"670","ENSG00000136193.16","female_heart",5,45.0950142905892,9.511598930404,4.74105506556234
"674","ENSG00000189143.9","female_heart",5,1.33857020596969,0.228893052480508,5.84801588105729
