"","ensembl","tissue_r5_TMM","nCPM_5_TMM","nCPM_brain_TMM","nCPM_ratio_TMM","tissue_r5_DESq","nCPM_5_DESq","nCPM_brain_DESq","nCPM_ratio_DESq"
"1","ENSG00000177674.15","male_heart",12.9070073199783,2.63544354824391,4.8974706092941,"male_muscle",9.94423798932715,3.11926645819593,3.18800529630884
"2","ENSG00000253304.1","male_heart",4.14730691336093,0.820848640846703,5.05246242362416,"male_muscle",4.52626523333822,0.999338138975429,4.52926297597205
"3","ENSG00000070759.16","male_heart",3.87958425569056,1.15363621670296,3.36291822285039,"male_heart",4.49062256561082,1.35652642475361,3.31038340548837
"4","ENSG00000117228.9","male_heart",5.08576829801195,0.463137031632646,10.9811307467331,"male_heart",5.86809520969005,0.572487972614627,10.2501633054223
"5","ENSG00000162645.12","male_heart",1.41332835134303,0.278419904104568,5.07624753297888,"male_heart",1.62375731247533,0.297376748264957,5.46026991669367
"6","ENSG00000143416.20","male_heart",33.5263949169104,5.77288631090363,5.80756195624135,"male_muscle",31.569864217941,7.01371192551277,4.50116351415915
"7","ENSG00000197747.8","male_heart",29.712568352796,7.52389471352893,3.94909411735507,"male_heart",34.55715430623,8.79836517701996,3.92767901888049
"8","ENSG00000163191.5","male_heart",39.1082343194544,4.17970565785622,9.35669578692608,"male_liver",40.7008523370025,4.8297636822494,8.42708981530264
"9","ENSG00000197956.9","male_heart",65.5650898327251,13.2209506835253,4.95918118160944,"male_heart",76.2454699981331,15.9966692085539,4.76633410393723
"10","ENSG00000160789.19","male_heart",166.492710390224,35.7584502170125,4.65603820578928,"male_liver",140.072357478752,41.194464924191,3.40027131646262
"11","ENSG00000153029.14","male_heart",2.98205107009487,0.715083849669904,4.17021174715586,"male_heart",3.43908313172843,0.887405528922271,3.8754357727578
"12","ENSG00000115363.13","male_heart",2.09351873003133,0.243036185403036,8.61402069226675,"male_heart",2.43517689189818,0.296297067437068,8.21870062016526
"13","ENSG00000071967.11","male_heart",38.3819664713069,10.8613574626661,3.53380934227032,"male_heart",44.2834140138586,13.6269951212302,3.2496829726509
"14","ENSG00000204262.12","male_heart",269.062281412416,47.5192865270105,5.66217005929746,"male_liver",229.066064097742,60.1549361657984,3.80793462179716
"15","ENSG00000115414.18","male_heart",1222.20577756201,306.638773844215,3.98581615181823,"male_muscle",1171.27535049084,384.850037206201,3.0434591068086
"16","ENSG00000135926.14","male_heart",50.3540294965801,7.24750069262728,6.94777850077395,"male_heart",58.073096738618,8.63755759606595,6.723323820737
"17","ENSG00000067066.16","male_heart",27.6138798449883,3.36047294992079,8.21725996801706,"male_muscle",27.4708268114585,4.21226319565673,6.52163113638856
"18","ENSG00000170891.10","male_heart",1.6426983241368,0.477314163879883,3.44154531427269,"male_heart",1.93952793162853,0.539943971091644,3.5920910973545
"19","ENSG00000256235.2","male_heart",8.97726327844849,2.26223395763581,3.96831779849611,"male_liver",8.99173767959407,2.62160562933113,3.4298590066303
"20","ENSG00000021355.12","male_heart",17.379428219428,2.84929707948059,6.09954937468162,"male_muscle",16.8715967418007,3.40218911674191,4.95904141800257
"21","ENSG00000112343.10","male_heart",12.6868866270848,2.03693228478641,6.22842827021868,"male_liver",9.87211314291873,2.59645199107396,3.80215508580822
"22","ENSG00000234745.10","male_heart",19.3077151052623,4.61439164345751,4.18423848626669,"male_heart",21.4296063628444,5.40306121308269,3.96619722000481
"23","ENSG00000204257.14","male_heart",1.00790712461198,0.207530538450998,4.85666896127659,"male_heart",1.16823516400366,0.224712155677793,5.19880716056479
"24","ENSG00000112208.11","male_heart",23.1396005259397,4.75579052621004,4.86556344279948,"male_liver",23.1692164082128,5.70369696828443,4.06214014121821
"25","ENSG00000112297.14","male_heart",7.65222903364761,1.68724420794364,4.53534171142535,"male_liver",7.10119411373243,2.11384529509671,3.35937267036732
"26","ENSG00000111816.7","male_heart",6.94657957688711,1.56490883859881,4.43896756510555,"male_lung",6.42272434059665,1.95238891709479,3.28967465670408
"27","ENSG00000197594.12","male_heart",12.1801967027945,1.8190511453709,6.69590667298746,"male_heart",14.1299877360797,2.33456027458388,6.05252641789181
"28","ENSG00000106049.8","male_heart",35.3843325624545,8.9245627406251,3.9648253467235,"male_muscle",33.1754090397049,10.631415556243,3.12050722353935
"29","ENSG00000182158.14","male_heart",81.6528188433291,9.63019698024691,8.47883163873099,"male_liver",71.7754214092598,12.0690886844603,5.94704565404968
"30","ENSG00000038945.14","male_heart",2.63735025587759,0.671780987422106,3.92590785577032,"male_heart",3.05176563829625,0.860682277846302,3.54575168659535
"31","ENSG00000003989.17","male_heart",25.5328630351202,4.22990746060254,6.0362698883921,"male_heart",29.4143531242521,5.45145011983524,5.39569334354307
"32","ENSG00000104611.11","male_heart",3.92363652757854,1.15048892050077,3.41040792106951,"male_heart",4.552900542209,1.36477412630486,3.33601029976735
"33","ENSG00000104324.15","male_heart",20.5576889790918,5.60519420263669,3.6676140443843,"male_heart",23.8095843520375,7.00087202484427,3.40094552043567
"34","ENSG00000086062.12","male_heart",57.6927496216674,6.86198381978349,8.40759044860116,"male_heart",66.6050763445307,8.15987154801415,8.16251529850862
"35","ENSG00000165272.15","male_heart",3.22883802254816,0.493176249545173,6.54702659652796,"male_heart",3.66458594651158,0.540800433018092,6.77622598425136
"36","ENSG00000148175.12","male_heart",96.9669268549289,20.6259973335311,4.70119942744744,"male_muscle",106.02081778704,24.9324572506273,4.25232125021983
"37","ENSG00000095303.15","male_heart",6.49871322276775,1.05132002288992,6.18147955073068,"male_muscle",6.4831222159264,1.27105548243592,5.10058160758002
"38","ENSG00000138131.3","male_heart",7.58444616170919,0.93443369040337,8.1166231907105,"male_heart",8.69180504076594,1.12561487479435,7.72182851826113
"39","ENSG00000185201.16","male_heart",24.8186759448082,4.38731595592835,5.65691557073113,"male_liver",27.9242814274073,4.9072610468997,5.69040064519275
"40","ENSG00000142089.15","male_heart",101.86147244805,16.8389060326415,6.04917399328649,"male_liver",79.0393970736668,18.9038008525012,4.18113784049989
"41","ENSG00000132256.18","male_heart",18.2081026064712,4.22603461508275,4.30855500839637,"male_muscle",16.7924672870337,5.3402154186522,3.14452994318943
"42","ENSG00000110057.7","male_heart",4.74847648192943,1.14855244035014,4.13431404184022,"male_heart",5.50906920372643,1.32084153056432,4.17087824409391
"43","ENSG00000172935.8","male_heart",3.81367861997652,0.527508496687903,7.22960605169713,"male_liver",3.68425236426358,0.613328097437346,6.00698448295032
"44","ENSG00000110092.3","male_heart",73.3903763658673,11.0151456152537,6.66267872702806,"male_heart",85.2158842574723,13.7466275383751,6.19903929306177
"45","ENSG00000109861.15","male_heart",52.1889412468435,10.1205059976069,5.15675216823982,"male_liver",56.5177351132619,12.2635939791447,4.60857846479386
"46","ENSG00000204397.7","male_heart",3.34125291475988,0.109266908560259,30.5788180409372,"male_muscle",3.01408521313883,0.128505018771482,23.4549999832981
"47","ENSG00000067182.7","male_heart",35.6146810683206,9.43050350702006,3.77654077980132,"male_muscle",38.4072928124955,11.1688317683918,3.43879231140266
"48","ENSG00000159403.16","male_heart",24.5331870992501,3.35867992488154,7.30441353387235,"male_heart",28.1677859852753,4.15230777118019,6.78364599579508
"49","ENSG00000139209.15","male_heart",6.63885058351703,0.846355306676054,7.8440467391765,"male_heart",7.7687248183449,1.04834480142883,7.41046725061888
"50","ENSG00000135111.15","male_heart",25.0698216641128,3.63459366146216,6.89755829652426,"male_liver",20.1137165055024,4.63315682281767,4.34125527684387
"51","ENSG00000120690.15","male_heart",31.0059141676619,8.06457040711312,3.84470748005548,"male_heart",35.840893608045,9.96497908002204,3.59668528355463
"52","ENSG00000100504.16","male_heart",49.4761126917685,7.2054147607307,6.86651835247734,"male_muscle",37.7800322890522,8.90881225933438,4.24074850712759
"53","ENSG00000100599.15","male_heart",10.8022882239839,1.31717763645564,8.20108687318098,"male_muscle",11.497297617099,1.55852600255234,7.37703291332343
"54","ENSG00000166825.13","male_heart",9.8019358667733,1.55784734018306,6.29197458181075,"male_heart",11.296300791314,1.88199889145221,6.00228875937191
"55","ENSG00000176046.8","male_heart",9.01095797210303,1.26101676905071,7.14578758447951,"male_heart",10.5219495450022,1.51770667667674,6.93279518809371
"56","ENSG00000103490.13","male_heart",2.9271366289678,0.294832722631236,9.9281267114605,"male_heart",3.45086211656035,0.332877178204244,10.3667729195992
"57","ENSG00000168404.12","male_heart",3.66960148096541,0.797237021198129,4.60289899163306,"male_heart",4.25109114617527,0.983825163700443,4.32098232798368
"58","ENSG00000168792.4","male_heart",4.47519940879437,1.12145191490235,3.99054061019107,"male_heart",5.14887307295364,1.38008591157102,3.73083518191445
"59","ENSG00000108691.9","male_heart",5.82576195361808,1.01018009586623,5.76705280321573,"male_heart",6.70139929497322,1.19572999338068,5.60444191587634
"60","ENSG00000184557.4","male_heart",13.6641252106378,3.43697188508015,3.97562903262421,"male_liver",14.2368540549279,3.96497559834566,3.59065363753261
"61","ENSG00000101608.12","male_heart",149.109058617488,22.0521365911489,6.76166039518076,"male_heart",171.289396737248,26.4347948200437,6.47969458069601
"62","ENSG00000090339.8","male_heart",8.08540952733268,1.24170756040956,6.51152476245358,"male_muscle",8.89173465059736,1.51691619044034,5.86171781053785
"63","ENSG00000171223.5","male_heart",28.450790631568,9.32580927230704,3.05075836325031,"male_lung",32.1176475670086,9.60094232685997,3.34525992070122
"64","ENSG00000089327.14","male_heart",12.6891570325204,1.81135194661899,7.00535147584409,"male_heart",14.7684757323588,2.02466932294885,7.29426556967293
"65","ENSG00000125844.15","male_heart",120.421744741861,24.1218540834682,4.99222590125821,"male_heart",140.108661941991,30.4217839782082,4.60553733608634
"66","ENSG00000124216.3","male_heart",1.45168944625726,0.390603355647724,3.7165309136937,"male_heart",1.68032688674922,0.459581228596904,3.65621305265064
"67","ENSG00000159216.18","male_heart",5.22921060407615,1.62486980876772,3.2182335937683,"male_heart",6.09143162647312,1.98462535629964,3.06931059161245
"68","ENSG00000128340.14","male_heart",2.39939901348118,0.709472234034169,3.3819491424461,"male_heart",2.80399921454945,0.803669162770242,3.48899689629012
"69","ENSG00000239713.8","male_heart",2.70079857574228,0.469941812450393,5.74709145725861,"male_heart",3.09108835351061,0.5815128348742,5.31559781338156
"70","ENSG00000133138.19","male_heart",6.29952156832501,1.18073928078652,5.33523502676115,"male_heart",7.34034800238752,1.52264680144902,4.82078180928244
"71","ENSG00000102034.16","male_heart",6.97681592194578,0.824937086642148,8.45739152102429,"male_liver",6.92645373859183,0.997773760077189,6.94190809152567
"72","ENSG00000142798.19","male_liver",89.8948400093605,17.3729336093174,5.17441912983242,"male_liver",68.8813590247425,21.7968111912287,3.16015762215994
"73","ENSG00000069702.10","male_liver",34.5990566015756,6.40933573380987,5.39822815320193,"male_liver",26.0379554498641,8.18065594552902,3.18286890724143
"74","ENSG00000196187.11","male_liver",35.9897606014583,5.74239086368897,6.26738260347853,"male_liver",27.2168393502079,7.40143731674354,3.67723702646754
"75","ENSG00000116962.14","male_liver",275.18581987486,46.5440657568511,5.91237175781864,"male_liver",207.119192042961,58.0659068058889,3.56696732103658
"76","ENSG00000138080.13","male_liver",48.6115316136613,3.59922600511938,13.5061070198199,"male_liver",35.9340425869732,4.03844473102257,8.89799043451918
"77","ENSG00000175084.11","male_liver",2.98123356796364,0.403286452059316,7.39234743131206,"male_liver",2.24354643230259,0.472690317214787,4.74633465208711
"78","ENSG00000163513.17","male_liver",76.6324448299822,12.1279126572057,6.31868376661269,"male_liver",58.3003779835258,15.0064678166199,3.88501669386564
"79","ENSG00000075420.12","male_liver",120.189349268627,21.8378702801515,5.50371202533735,"male_liver",90.9769925436792,27.9345706858671,3.25678864252985
"80","ENSG00000087116.15","male_liver",30.8495160499485,5.41204396077703,5.70015991620277,"male_liver",23.61610888714,6.84577986371147,3.44973244207365
"81","ENSG00000007866.20","male_liver",11.6213411450719,2.24997718047223,5.16509289335672,"male_liver",8.72509608346517,2.75553351110299,3.16639084529684
"82","ENSG00000106333.12","male_liver",60.9964083359479,9.43250769274482,6.46661633606346,"male_liver",45.3363798794723,10.9149514460082,4.15360344054051
"83","ENSG00000104415.14","male_liver",5.02394855750997,0.967151713138712,5.19458166620589,"male_liver",3.85320311489772,1.25805630490703,3.06282246658465
"84","ENSG00000122359.17","male_liver",42.8541398797143,7.06075341106515,6.06934379163505,"male_liver",32.4271495836349,8.53883813797685,3.79760677736866
"85","ENSG00000131620.17","male_liver",6.94099716048938,0.571841979972545,12.1379636395751,"male_liver",5.24970181212628,0.771991419866105,6.80020745960725
"86","ENSG00000196954.13","male_liver",13.7445092948122,1.39754690313706,9.83473918761512,"male_liver",9.6554316176712,1.70646623145209,5.65814397010075
"87","ENSG00000123342.15","male_liver",3.53554773479862,0.188136241924245,18.7924862250743,"male_liver",2.58733054129184,0.238124517211875,10.8654521238975
"88","ENSG00000166482.11","male_liver",27.9441125481713,3.31072985148072,8.44046896054456,"male_liver",20.8071765800881,4.01164686065133,5.18669197535245
"89","ENSG00000108821.13","male_liver",305.648512994632,56.1748253891608,5.44102292934956,"male_liver",223.830718482566,68.5462057774175,3.26539909749909
"90","ENSG00000064666.14","male_liver",52.4573200417198,8.40633136664718,6.24021558915089,"male_liver",38.4590423488374,9.77961603566028,3.93257181146998
"91","ENSG00000123146.19","male_liver",12.2200102231836,1.66812559814408,7.32559361044475,"male_liver",9.07071736260701,1.99448746421549,4.54789389522429
"92","ENSG00000004776.12","male_liver",4.69610784559224,0.381681129238402,12.3037464675363,"male_liver",3.5378113611773,0.444741044695811,7.95476694442954
"93","ENSG00000101335.9","male_liver",23.4091721759354,3.83705804709613,6.10081262483151,"male_liver",17.203306350526,4.37267909993039,3.93427140601282
"94","ENSG00000101955.14","male_liver",9.70770467436363,1.73938624196066,5.58110926726715,"male_liver",7.33701932721033,2.1604907984071,3.39599656366036
"95","ENSG00000102265.11","male_liver",46.3437680688163,7.25927860801568,6.38407348323064,"male_liver",32.5220516793344,8.42553701461926,3.85993814078616
