"","ensembl","tissue_r5_TMM","nCPM_5_TMM","nCPM_lung_TMM","nCPM_ratio_TMM","tissue_r5_DESq","nCPM_5_DESq","nCPM_lung_DESq","nCPM_ratio_DESq"
"1","ENSG00000130940.14","male_brain",2.17823258893804,0.449420307163501,4.84676049172293,"male_brain",2.69965300158948,0.385689474415797,6.99955062470564
"2","ENSG00000173372.16","male_brain",4.67938883805151,0,Inf,"male_brain",5.06385421674504,0,Inf
"3","ENSG00000173369.15","male_brain",4.59656961881821,0.00386344828883465,1189.75828720221,"male_brain",5.24174281266108,0.00314027413638567,1669.19911606638
"4","ENSG00000142910.15","male_brain",1.10367663679289,0.234983865439027,4.69681879958379,"male_brain",1.31416823607578,0.198682295827965,6.61442042734241
"5","ENSG00000187513.8","male_brain",2.80883103631285,0,Inf,"male_brain",3.21017692013214,0,Inf
"6","ENSG00000119535.17","male_brain",2.66919445279441,0.0145434585323925,183.532304014849,"male_brain",3.16788832017959,0.0120288722770538,263.357050205166
"7","ENSG00000066056.13","male_brain",11.6376984237811,1.42312802612122,8.17754847784146,"male_brain",13.7258612578975,1.19327525597337,11.5026781869378
"8","ENSG00000162367.11","male_brain",5.48848221340609,0.0338814106915641,161.990959094647,"male_muscle",6.39975603032415,0.0289448016080047,221.10208655064
"9","ENSG00000132854.18","male_brain",1.86466148143686,0,Inf,"male_brain",2.44477066832117,0,Inf
"10","ENSG00000162654.8","male_brain",2.05859018183232,0.0185186940611911,111.162816072783,"male_brain",2.50289230877041,0.0161544794657153,154.93487822262
"11","ENSG00000143110.11","male_brain",2.96259039756591,0.270502435300352,10.9521764352192,"male_brain",3.53197660197943,0.22748458806533,15.5262236972515
"12","ENSG00000265107.2","male_brain",2.2216283219638,0,Inf,"male_liver",2.49914149048355,0,Inf
"13","ENSG00000169418.9","male_brain",1.13254532017009,0.0627654639914196,18.0440842487027,"male_brain",1.39334640085146,0.0522464387065834,26.6687344696642
"14","ENSG00000169291.9","male_brain",3.70440195122173,0.00340828097736162,1086.88279394422,"male_brain",4.70704995988981,0.00287416200214125,1637.71212491956
"15","ENSG00000169242.11","male_brain",5.98729155534552,0.952028534058722,6.28898330370444,"male_brain",6.18839933504449,0.816369522994166,7.58038995912971
"16","ENSG00000163554.13","male_brain",1.51136941221148,0.0413560037226899,36.5453447181665,"male_brain",1.96554124186,0.0357153452020606,55.0335221664496
"17","ENSG00000186517.13","male_brain",1.19081967482018,0.0597836212589154,19.918828096125,"male_brain",1.43938989684746,0.0520990502645226,27.6279488693027
"18","ENSG00000158869.10","male_brain",1.81948500807539,0.292053768901861,6.22996585497512,"male_brain",2.15457096911733,0.244205762297403,8.82276875388965
"19","ENSG00000198771.10","male_brain",5.75945145414137,0,Inf,"male_brain",7.01741187351052,0,Inf
"20","ENSG00000198734.10","male_brain",1.1758292484422,0,Inf,"male_brain",1.57479265005269,0,Inf
"21","ENSG00000235750.9","male_brain",1.126553385333,0.0263573778788244,42.7414817404153,"male_brain",1.34867869236991,0.0234203607907623,57.5857350968679
"22","ENSG00000081237.19","male_brain",2.78793719652615,0.0345379770850892,80.7209174311996,"male_brain",3.46956931034263,0.0290077321556569,119.608430322121
"23","ENSG00000117266.15","male_brain",4.58726599274544,0.77488909176495,5.91990007537351,"male_brain",5.54564947820043,0.654643436505201,8.47125193495524
"24","ENSG00000134321.11","male_brain",2.21760323543277,0,Inf,"male_heart",2.60286486600525,0,Inf
"25","ENSG00000152689.17","male_brain",7.8844476092696,1.14909329816236,6.86145121712787,"male_brain",9.86302178088897,0.980456094255364,10.0596261665136
"26","ENSG00000115956.9","male_brain",2.31958034405541,0.0654455633957664,35.4428967175101,"male_brain",2.78677839482283,0.0541299252467423,51.4831376936096
"27","ENSG00000135636.13","male_brain",3.49150560840137,0.359051661293742,9.72424301233062,"male_brain",4.36441039150881,0.307240571552125,14.2051890134841
"28","ENSG00000186281.12","male_brain",1.05245727194506,0.102462133146473,10.2716705150042,"male_liver",1.28052625734629,0.0859304455881394,14.9018924384937
"29","ENSG00000153208.16","male_brain",8.64490623998763,2.56327098706334,3.37260722085878,"male_muscle",9.86475472837762,2.18457011473403,4.5156503157504
"30","ENSG00000144152.12","male_brain",2.65888470568022,0.401089751147686,6.6291514506966,"male_liver",2.82111000622564,0.332952476119383,8.47301104081324
"31","ENSG00000082438.15","male_brain",19.3404457014569,2.2594381665763,8.55984730521006,"male_brain",24.8943911044664,1.93603649033794,12.8584307313965
"32","ENSG00000163072.15","male_brain",3.51714354097975,0.0756208588895598,46.5102300162492,"male_liver",3.15257213748586,0.0647046340889687,48.7225093206011
"33","ENSG00000187699.10","male_brain",3.24453634830592,0.398511955948808,8.14162862587417,"male_brain",4.19664270762135,0.334770253664237,12.5358889019764
"34","ENSG00000115361.7","male_brain",3.76953467577191,0,Inf,"male_brain",4.7282485810526,0,Inf
"35","ENSG00000018280.16","male_brain",1.46432054773801,0.15011864873694,9.75442131979224,"male_brain",1.67234963074519,0.12585585587327,13.2878173934883
"36","ENSG00000144476.5","male_brain",7.92108883163632,0.19409229674895,40.8109387354095,"male_brain",8.89312138006863,0.161929371845389,54.9197546974976
"37","ENSG00000154783.11","male_brain",8.15414471637872,0.0151104130838295,539.637445458386,"male_liver",9.0600108433939,0.013280317463574,682.213423605588
"38","ENSG00000144668.11","male_brain",15.4592463443284,0.163905088973025,94.3182816420827,"male_brain",19.1924837142526,0.140060834173167,137.029625930427
"39","ENSG00000160801.13","male_brain",2.3658733313698,0.0960304803499329,24.6366916290391,"male_brain",2.8565515415265,0.0811858979048815,35.1853168498952
"40","ENSG00000010327.10","male_brain",14.3602651139661,0.0855325154996287,167.892467912141,"male_brain",17.1725828599921,0.0725449686297089,236.716386875099
"41","ENSG00000189283.9","male_brain",3.0631361742403,0.241689997179986,12.6738227066931,"male_placenta",3.67473326865684,0.205110695881082,17.915853938633
"42","ENSG00000163638.13","male_brain",24.5094535769242,4.12355025326465,5.94377467754148,"male_liver",20.9427338505089,3.52518354157572,5.94089175882959
"43","ENSG00000121570.12","male_brain",2.13690504723055,0.0151104130838295,141.419366590141,"male_muscle",1.91274346406225,0.013280317463574,144.028444298009
"44","ENSG00000169860.6","male_brain",12.6354625579888,0.33759920725546,37.4274058896933,"male_heart",15.1381129165901,0.288027191766425,52.5579297695834
"45","ENSG00000172578.11","male_brain",1.50341629523226,0,Inf,"male_brain",1.8840008825968,0,Inf
"46","ENSG00000163293.11","male_brain",1.46597105864237,0.362479403616579,4.04428787957573,"male_brain",1.80246356091457,0.308957763043189,5.83401285392724
"47","ENSG00000128052.9","male_brain",31.8871948400875,0.0185186940611911,1721.89219902457,"male_brain",40.5267447680574,0.0161544794657153,2508.70013200162
"48","ENSG00000163631.16","male_brain",2.1661353696519,0.0228373096614988,94.85072461507,"male_brain",2.92244023256612,0.0195608657363454,149.402397212718
"49","ENSG00000163736.3","male_brain",1.09312482583274,0,Inf,"male_brain",1.31524097081299,0,Inf
"50","ENSG00000138646.8","male_brain",2.17580987634369,0.0572634995066241,37.996453152361,"male_liver",1.68093148017224,0.0475832648397266,35.3261064753349
"51","ENSG00000138722.9","male_brain",4.21945894010596,0,Inf,"male_brain",5.11960225383959,0,Inf
"52","ENSG00000138821.12","male_brain",5.97680317776855,0.153769857883028,38.8684964664211,"male_muscle",6.08204578875251,0.130249833527875,46.6952288845028
"53","ENSG00000138792.9","male_brain",2.70209742814459,0.333674983847831,8.09799223479352,"male_brain",3.42618032342798,0.282908650784082,12.1105534027762
"54","ENSG00000113504.20","male_brain",5.31363148233498,1.33247147099953,3.98780131356137,"male_muscle",5.30252940834175,1.12452987915076,4.71532994067369
"55","ENSG00000082074.16","male_brain",2.80838201621275,0.088667674558771,31.6731213510205,"male_heart",3.38825087849406,0.0754006873631013,44.9366046515932
"56","ENSG00000112964.13","male_brain",5.45458437362624,1.48813471151759,3.6653834706024,"male_brain",7.06742355735323,1.26461556917975,5.5885944547854
"57","ENSG00000250722.5","male_brain",19.7215578569962,1.23995341198621,15.9050797121525,"male_brain",24.9484733040517,1.04148591324803,23.9546910685005
"58","ENSG00000170458.13","male_brain",3.0421567102857,0.250143825961148,12.1616302085273,"male_brain",3.31777832055398,0.210010390455736,15.7981627163979
"59","ENSG00000113555.5","male_brain",8.62357530974794,0.0222703551100618,387.222173473641,"male_liver",8.29187843581405,0.0183094205498252,452.874978388828
"60","ENSG00000211445.11","male_brain",26.2971573227262,2.70260347728768,9.73030544203913,"male_brain",30.1046189418152,2.26095351566719,13.3150101199367
"61","ENSG00000043462.11","male_brain",1.93453809011029,0,Inf,"male_heart",2.37326129579187,0,Inf
"62","ENSG00000037280.15","male_brain",5.23657292232209,0.103806816709216,50.4453665792565,"male_brain",6.28523485179307,0.0862203434008392,72.8973535001241
"63","ENSG00000219607.3","male_brain",1.37718941889023,0.392142650610618,3.51196029492269,"male_brain",1.61307309751604,0.332257141810069,4.8548936788186
"64","ENSG00000124491.15","male_brain",4.94280276875427,0,Inf,"male_brain",5.89764085875595,0,Inf
"65","ENSG00000196126.11","male_brain",1.95402469318047,0,Inf,"male_brain",2.33902479834285,0,Inf
"66","ENSG00000146192.14","male_brain",1.85204044894408,0.0225641877432795,82.0787555047573,"male_brain",2.32583544536152,0.0195424224675965,119.014694786074
"67","ENSG00000112796.9","male_brain",3.93002992141699,0.00340828097736162,1153.08272631303,"male_liver",4.86788250311088,0.00287416200214125,1693.67018960111
"68","ENSG00000112394.16","male_brain",5.45067576442167,0.0077268965776693,705.415907878734,"male_brain",6.88258205755676,0.00628054827277135,1095.85688360926
"69","ENSG00000120279.6","male_brain",5.74487760310726,0.153972721647958,37.311008999648,"male_brain",6.80799678595699,0.131005940983404,51.9670843539793
"70","ENSG00000146477.5","male_brain",3.16055693162928,0.1158221351377,27.2880216538205,"male_brain",4.04990365144314,0.0974086503279556,41.5764271223132
"71","ENSG00000164488.11","male_brain",1.40949191447502,0,Inf,"male_brain",1.59618736148815,0,Inf
"72","ENSG00000240583.11","male_brain",3.11363748606371,0.316276041843255,9.84468335924988,"male_brain",4.05814252947741,0.263407993925405,15.4062998202957
"73","ENSG00000185811.18","male_brain",1.66772750043368,0.0339516688448539,49.1206340417184,"male_brain",2.09647751590046,0.0282071374212245,74.3243628232535
"74","ENSG00000106078.18","male_brain",10.8083495455982,0.0587614993960054,183.935904575181,"male_brain",12.4912627835914,0.050581492943758,246.953224521873
"75","ENSG00000049540.16","male_brain",17.595055976606,5.50210819492696,3.19787531492546,"male_liver",19.7893141851578,4.60660526796603,4.29585628331803
"76","ENSG00000086730.16","male_brain",2.05794851580926,0.583104569968867,3.52929581038807,"male_brain",2.40101445648918,0.499189673661816,4.80982396706344
"77","ENSG00000135218.18","male_brain",7.75774971600446,0.372801769085692,20.8093157257021,"male_brain",9.59152978438757,0.313422634394875,30.6025434407631
"78","ENSG00000004799.7","male_brain",9.8302919175243,0.154903766985902,63.4606382323741,"male_brain",12.5104522918821,0.132752723900915,94.2387615430004
"79","ENSG00000105851.10","male_brain",1.11801093123181,0.33014678962221,3.38640558192663,"male_brain",1.39677316395807,0.283430495863512,4.92809766183628
"80","ENSG00000105967.15","male_brain",1.10497567071631,0.10924996603458,10.1141969267667,"male_brain",1.42900374523573,0.094139431018258,15.1796513934589
"81","ENSG00000081803.15","male_brain",10.5088003980964,1.13387109783857,9.26807325641221,"male_brain",13.5939049472068,0.966190443739514,14.069591595828
"82","ENSG00000135253.13","male_brain",1.14064366002565,0.242466369165092,4.70433761165864,"male_liver",1.3829652893584,0.202483739406151,6.83000666332216
"83","ENSG00000196511.14","male_brain",1.33123091836014,0.335375847502141,3.9693702700271,"male_liver",1.34592178837932,0.286662986343642,4.69513628371217
"84","ENSG00000181444.12","male_brain",3.50995895861144,0.331296843084996,10.5946043008654,"male_muscle",3.28737746997166,0.277876826027847,11.8303405036094
"85","ENSG00000171115.3","male_brain",3.02510069312487,0.0226344458965693,133.650309221106,"male_brain",3.85534757007639,0.0188047582808163,205.01978874195
"86","ENSG00000179144.4","male_brain",1.65913859576128,0,Inf,"male_brain",2.08390251755447,0,Inf
"87","ENSG00000133574.9","male_brain",4.64785675961492,0,Inf,"male_brain",5.65082400641881,0,Inf
"88","ENSG00000133561.15","male_brain",5.28922564723472,0.0294510078512925,179.594045607597,"male_brain",6.47689956985129,0.0245530822850988,263.791710329668
"89","ENSG00000106560.10","male_brain",1.21972211029112,0.0470386565745392,25.9302071766931,"male_brain",1.4948739223007,0.0389607788333028,38.3686868452156
"90","ENSG00000164867.10","male_brain",1.9821988631424,0.565458241097156,3.50547347103183,"male_brain",2.32651370701305,0.468191962233957,4.96914491208306
"91","ENSG00000120915.13","male_brain",5.09403402754853,0.184628004412092,27.5907982852839,"male_brain",6.35344028814154,0.156618129395774,40.566442165111
"92","ENSG00000176907.4","male_brain",14.0517054510759,1.80707578546835,7.77593588717921,"male_brain",16.7282826374931,1.53394188728276,10.9054213697272
"93","ENSG00000164736.5","male_brain",1.44997184695845,0.00340828097736162,425.426147840923,"male_liver",1.36634233338186,0.00287416200214125,475.388072197717
"94","ENSG00000137561.4","male_brain",1.07745512796623,0.0145434585323925,74.085206456664,"male_brain",1.37055203515993,0.0120288722770538,113.938530860818
"95","ENSG00000107099.15","male_brain",4.5906507560059,0.149879145210456,30.6290161286938,"male_brain",5.90692916237137,0.130529509859446,45.2535918408944
"96","ENSG00000137033.11","male_brain",17.8534179161922,0.295178303213664,60.4835034344277,"male_muscle",16.215709160201,0.246699762844444,65.7305421506456
"97","ENSG00000164946.19","male_brain",10.7076644374505,0.0639201914659694,167.516150873096,"male_liver",13.1835277598803,0.0552577676696571,238.582344453259
"98","ENSG00000165025.14","male_brain",2.80843361163851,0,Inf,"male_brain",3.47002959235063,0,Inf
"99","ENSG00000136943.10","male_brain",2.04833000761592,0.432826573867325,4.73244974150732,"male_muscle",1.69950769223238,0.360395079597365,4.71567950964003
"100","ENSG00000136929.12","male_brain",1.39599574371895,0.00340828097736162,409.589395062024,"male_brain",1.7056900085809,0.00287416200214125,593.456460460531
"101","ENSG00000136869.14","male_brain",6.20639915514999,0.0224939295899897,275.914403053523,"male_brain",7.82361956098139,0.0202800866543767,385.778408855711
"102","ENSG00000126882.12","male_brain",2.93338742277429,0.658019730000709,4.45790192760805,"male_brain",3.54244152760903,0.551624803081095,6.42183148368739
"103","ENSG00000172889.15","male_brain",12.134167412438,2.875329162089,4.22009680575918,"male_brain",13.0384546452067,2.38046154196802,5.47728010528047
"104","ENSG00000260314.2","male_brain",5.41486157373775,0.0450581173332692,120.175051560346,"male_brain",6.82476660471444,0.0398225091219732,171.379623112414
"105","ENSG00000099282.9","male_brain",4.02566583634654,0.506704625041801,7.94479789091019,"male_liver",3.04078606132445,0.433781177845557,7.0099539044709
"106","ENSG00000173269.13","male_brain",6.5944306371703,0.308794787486712,21.3553819701509,"male_brain",7.9048765904232,0.261978079507318,30.1738092182724
"107","ENSG00000151651.15","male_brain",2.12731581003209,0.643421850357518,3.30625360150583,"male_brain",2.5748179569925,0.545729711680966,4.71811943143338
"108","ENSG00000167244.19","male_brain",1.47522333914561,0.357093405107025,4.13119737874596,"male_brain",1.66084834733105,0.30957002947295,5.36501660111827
"109","ENSG00000244734.4","male_brain",28.5318741604527,0.0696731024711085,409.510602348791,"male_brain",30.7803713013839,0.0577655371141191,532.850083962269
"110","ENSG00000196565.14","male_brain",2.46943564625821,0,Inf,"male_brain",2.52389623407893,0,Inf
"111","ENSG00000183801.7","male_brain",1.4203530594772,0.183583599494628,7.73681888462353,"male_brain",1.75257651892494,0.153632844442855,11.407564087488
"112","ENSG00000133800.8","male_brain",7.27579153844855,0.362522289729453,20.0699149944088,"male_brain",8.68151049514552,0.312346169383355,27.7945156564105
"113","ENSG00000066336.11","male_brain",1.34894089728533,0.00386344828883465,349.154640217073,"male_brain",1.48354673358166,0.00314027413638567,472.425867662994
"114","ENSG00000134817.10","male_brain",12.9684627536478,0,Inf,"male_brain",16.0699356649429,0,Inf
"115","ENSG00000197629.5","male_brain",3.01591406349885,0,Inf,"male_heart",3.57864945492938,0,Inf
"116","ENSG00000110077.14","male_brain",1.06478785599997,0.0112469647949949,94.6733519139154,"male_brain",1.27575714080509,0.0101400433271883,125.813776099401
"117","ENSG00000166927.12","male_brain",1.10384200635681,0,Inf,"male_brain",1.36385090240583,0,Inf
"118","ENSG00000137474.20","male_brain",3.02369846272481,0.0635352823077862,47.590855866147,"male_heart",3.84075507749202,0.0542539913486325,70.792120211241
"119","ENSG00000110324.10","male_brain",2.51686871734159,0.116965419618391,21.5180582906732,"male_brain",3.01331637314199,0.0979017297272476,30.7789901316048
"120","ENSG00000149564.11","male_brain",11.7188560213572,0.238505290682552,49.1345746998748,"male_liver",11.2379528655229,0.204207199983492,55.0321088895561
"121","ENSG00000154133.14","male_brain",8.28294911925883,1.26454554293785,6.55013903256936,"male_liver",9.16557656655491,1.08010055357501,8.48585489213749
"122","ENSG00000184574.9","male_brain",1.08086125315187,0.0219269750385527,49.2936782776222,"male_brain",1.25861117500981,0.0190286414678565,66.1429864625847
"123","ENSG00000111679.16","male_brain",1.65062455626809,0.20516210547581,8.04546508449978,"male_brain",1.96284566810391,0.178974504987843,10.967180315639
"124","ENSG00000177575.12","male_brain",3.07308691314028,0.0263573778788244,116.593043787152,"male_brain",3.92491723028498,0.0234203607907623,167.585686034055
"125","ENSG00000175899.14","male_brain",83.4228105456477,0.944637026555234,88.3120269484481,"male_brain",102.930319651967,0.793905165306994,129.650648654194
"126","ENSG00000121316.10","male_brain",1.78850362769052,0.350946516883306,5.09622846117381,"male_brain",2.25779351162821,0.29461561778236,7.66352282551463
